question,category,source
\n\t\tIdentify and explain how GIScientists understand knowledge production in GIS.,6,gis
Understand the landscape of GIS and related APIs.,6,gis
Describe the role of programming in GIScience.,4,gis
Describe an example application of AI in geography.,4,gis
"Discuss the concept of Census geographies, demography, and the origins of market segmentation, and the role that plays in retail GIS.",6,gis
Compare and contrast the features of descriptive vs. analytic epidemiologic studies.,3,gis
Name the key components of Location-Based Services.,6,gis
Identify the main historical markers in the relationships between art and cartography.,6,gis
Explain the pros and cons of using R as a GIS.,6,gis
Create a proposal to justifythe funding necessary for the design process of a GIS.,6,gis
Describe major methods to evaluate geo-semantic uncertainty.,4,gis
Identify and critique a map using one of the approaches to understanding the power of maps from the entry.,6,gis
Define physical data model.,7,gis
"Demonstrate an understanding of models of participation (contractual projects, contributory projects, collaborative projects, co-created projects, collegial contributions) (Shirk et al., 2012).",6,gis
Categorize strategies for creating a schedule for the design and implementation of a GIS.,6,gis
"Differentiate between panchromatic, multispectral and hyperspectral imagery.",6,gis
Identify how different methods of data classification for a single dataset can produce different visualizations that will influence users differently.,1,gis
Differentiate between model generalization and cartographic generalization.,6,gis
Describe how the role of the GIS professional in supporting enterprise marketing efforts has expanded. Explain how the enabling technologies and location analytics resources described here have enabled that expansion.,4,gis
Evaluate the appropriateness of different metrics for analysis goals and data models.,1,gis
Modify typographic visual variables to graphically represent the type and attributes of geographic feature.,6,gis
Assess sensors used for GEOINT data collection.,1,gis
"Given a set of requirements, propose appropriate system architectures for web GIS, including the software and hardware used for the data server, GIS server, web server, and client apps.",7,gis
Discuss important concepts related to spatiotemporal dynamics in computational modeling.,6,gis
Name the key organizations who provide professional certification in GIS.,6,gis
Identify questions that can evaluate the viability of a commercial GIS application.,6,gis
"Identify the primary Cartesian coordinate systems used in their region of interest, and the difference and projection from geographic to Cartesian systems. Estimate surface distances between points in either type of system.",0,gis
Demonstrate the principles of spatial autocorrelation.,6,gis
"Understand that models have a range of meaning, from conceptual to mathematical and computational.",6,gis
Discuss the implications of geographic data availability in epidemiology.,7,gis
Design a map with symbols that appropriately represent a given dataset and produces an effective visual hierarchy.,6,gis
Describe the core concepts of responsive web design as they apply to cartography and visualization.,4,gis
Describe valid approaches for mitigating the problems associated with making comparisons of Census data over geographies and over time,7,gis
Describe networks that apply to specific applications or industries.,4,gis
Explain when spatiotemporal dynamics can be employed to study geographical process.,6,gis
Define spatial autocorrelation.,6,gis
"Define spatial data types, communication and union operation using MPI.",7,gis
"Discuss the benefits (greater participation rates, increased external validity, decreased loss of follow-up, increased individual and community capacity) and drawbacks (selection bias, decreased randomization, unrepresentative groups) for community involvement in community-based participatory research",6,gis
